model,structure,n,seed,cpu_time,wall_time,departures,throughput,L,L_q,W
Tandem2Queue,tandem,2,7,0.953125,0.9577967999503016,8050,0.805,1.6018904689268048,0.00026486696508333334,1.989926048356279
Tandem2Queue,tandem,2,8,1.046875,1.0383255999768153,7976,0.7976,1.5734244105216082,0.0004620565330833333,1.972698608978947
Tandem2Queue,tandem,2,9,0.9375,0.9648124000523239,8082,0.8082,1.6152779061459976,0.0008348644535555554,1.9986116136426597
Tandem2Queue,tandem,2,10,0.8125,0.827760300016962,7915,0.7915,1.5525334653344371,0.0006667483863333333,1.961507852601942
Tandem2Queue,tandem,2,11,0.828125,0.8248857000144199,8118,0.8118,1.6124903968607864,0.0002607843056944445,1.9863148520088525
Tandem2Queue,tandem,2,12,1.0,0.9940951999742538,7972,0.7972,1.5920537124688314,0.0005605827836666667,1.9970568395243746
Tandem2Queue,tandem,2,13,1.015625,1.0307516999309883,7899,0.7899,1.5908341612976051,0.0005633044053333335,2.01396906101735
Tandem2Queue,tandem,2,14,1.0625,1.0717524000210688,8068,0.8068,1.6324242586383053,0.00038685414161111103,2.023332001286943
Tandem2Queue,tandem,2,15,1.109375,1.102568699978292,7996,0.7996,1.6005264439145255,0.00022160413122222224,2.0016588843353245
Tandem2Queue,tandem,2,16,1.0625,1.0643927999772131,7931,0.7931,1.583923154319842,0.0005421281016111109,1.997129182095375
Tandem2Queue,tandem,2,17,1.0625,1.0782715999521315,8116,0.8116,1.6229782604707998,0.00054232584325,1.99972678717447
Tandem2Queue,tandem,2,18,1.046875,1.0386339999968186,7990,0.799,1.5956003390087736,0.0003990401316111112,1.9969966695979644
Tandem2Queue,tandem,2,19,0.96875,1.0066723000491038,7932,0.7932,1.5687989636016206,0.00012532481147222224,1.977810090269315
Tandem2Queue,tandem,2,20,0.953125,1.0206163000548258,8026,0.8026,1.6145429367232766,0.0002190699291666667,2.0116408381800106
Tandem2Queue,tandem,2,21,1.125,1.1243752000154927,7931,0.7931,1.5824441751915508,0.00014642211480555558,1.9952643742170606
Tandem2Queue,tandem,2,22,1.234375,1.248262400040403,7994,0.7994,1.617101328317416,0.0011169010366944444,2.0228938307698474
Tandem2Queue,tandem,2,23,1.40625,1.433507600100711,7948,0.7948,1.6114800556403315,0.0006876651128333333,2.0275290081030843
Tandem2Queue,tandem,2,24,1.1875,1.2239503000164405,8200,0.82,1.6160010297724732,0.0006825470341944445,1.9707329631371626
Tandem2Queue,tandem,2,25,1.203125,1.2331080000149086,8066,0.8066,1.6269957075879073,0.00018825330838888888,2.017103530359419
Tandem2Queue,tandem,2,26,1.125,1.1225755999330431,8143,0.8143,1.6295799355836973,0.0007761136245000003,2.001203408551759
Tandem2Queue,tandem,2,27,1.171875,1.1773747999686748,7888,0.7888,1.5888194824944184,0.0005811207859444444,2.014223481864121
Tandem2Queue,tandem,2,28,1.375,1.4426840000087395,7952,0.7952,1.5869522030027248,0.00024461498327777776,1.995664239188537
Tandem2Queue,tandem,2,29,1.1875,1.2417738999938592,7948,0.7948,1.5718370117792124,0.0004540730074444444,1.9776509961993112
Tandem2Queue,tandem,2,30,1.09375,1.1225204999791458,8101,0.8101,1.6001595254391197,0.0007599198170555554,1.9752617274893465
Tandem3Queue,tandem,3,1,1.390625,1.4186448999680579,7953,0.7953,2.3940492688028434,0.0009730983724166667,3.0102467858705437
Tandem3Queue,tandem,3,2,1.140625,1.1406731000170112,8019,0.8019,2.396552532766762,0.0006527648775000001,2.9885927581578278
Tandem3Queue,tandem,3,3,1.4375,1.4636108999839053,8008,0.8008,2.409625107067389,0.0008442421961666667,3.0090223614727636
Tandem3Queue,tandem,3,4,1.28125,1.3241930999793112,7940,0.794,2.389996963756135,0.0007356092848888888,3.0100717427659127
Tandem3Queue,tandem,3,5,1.265625,1.267306699999608,7889,0.7889,2.393305715970066,0.002041060047833335,3.03372508045388
Tandem3Queue,tandem,3,6,1.3125,1.316333399969153,8106,0.8106,2.435839919396443,0.0006711697487499999,3.004983863060009
Tandem3Queue,tandem,3,7,1.40625,1.4082546000136063,7898,0.7898,2.344214390662904,0.0009906408035555557,2.9681114087907114
Tandem3Queue,tandem,3,8,1.484375,1.4953624999616295,8026,0.8026,2.376015666295717,0.0005879684808055555,2.9603982884322417
Tandem3Queue,tandem,3,9,1.125,1.1475321999751031,7968,0.7968,2.3717539200272846,0.001046531917722222,2.976598795214966
Tandem3Queue,tandem,3,10,1.171875,1.2070000999374315,8096,0.8096,2.4320461795196344,0.0010939664914444444,3.0040096090904576
Tandem3Queue,tandem,3,11,1.484375,1.4820069000124931,8044,0.8044,2.4008084801981773,0.0008157669493888888,2.9845953259549693
Tandem3Queue,tandem,3,12,1.09375,1.11450650007464,7932,0.7932,2.3686832231250157,0.0012371701420555558,2.986237043778386
Tandem3Queue,tandem,3,13,1.15625,1.2000668999971822,7984,0.7984,2.4216384162055933,0.0009814579995000002,3.0331142487545004
Tandem3Queue,tandem,3,14,1.515625,1.5315029999474064,7991,0.7991,2.3994899365271185,0.0007438560072222223,3.0027405037255894
Tandem3Queue,tandem,3,15,1.515625,1.5050556999631226,8064,0.8064,2.42880030181174,0.0010843563593888885,3.0119051361752724
Tandem3Queue,tandem,3,16,1.375,1.4009340000338852,8081,0.8081,2.4222910238325044,0.0010562071845000001,2.997513951036387
Tandem3Queue,tandem,3,17,1.03125,1.044706300017424,8214,0.8214,2.4795928373876137,0.0006155935731111112,3.0187397582025977
Tandem3Queue,tandem,3,18,1.171875,1.1769397999159992,7853,0.7853,2.337223627232747,0.0009000663192222224,2.976217531176298
Tandem3Queue,tandem,3,19,1.359375,1.3533891000552103,8084,0.8084,2.4069893429398412,0.0005176358834444446,2.9774732099701153
Tandem3Queue,tandem,3,20,1.3125,1.3097430999623612,8056,0.8056,2.416635038746256,0.000799813876333333,2.9997952318101486
Tandem3Queue,tandem,3,21,1.375,1.3753268000436947,7980,0.798,2.4106818384514184,0.00049835210225,3.02090455946293
Tandem3Queue,tandem,3,22,1.453125,1.5026591999921948,8062,0.8062,2.4245434549864955,0.0009876632955,3.0073721843047574
Tandem3Queue,tandem,3,23,1.375,1.3978962999535725,7907,0.7907,2.3854821806508912,0.0008149816464444447,3.0169244728100306
Tandem3Queue,tandem,3,24,1.25,1.2492031999863684,8191,0.8191,2.41676126522363,0.000528640058861111,2.950508198295238
Tandem3Queue,tandem,3,25,1.0625,1.0901550999842584,7895,0.7895,2.37574400669398,0.0005227079285555557,3.0091754359645093
Tandem3Queue,tandem,3,26,1.421875,1.4325151999946684,8053,0.8053,2.398117572208658,0.0005391215924444445,2.9779182568094598
Tandem3Queue,tandem,3,27,1.4375,1.4406914999708533,7974,0.7974,2.4161689245651856,0.001948108280916668,3.030058846959099
Tandem3Queue,tandem,3,28,1.390625,1.4277262999676168,7955,0.7955,2.3839830998984946,0.00043419535725000016,2.996836077810804
Tandem3Queue,tandem,3,29,1.4375,1.4755375999957323,7868,0.7868,2.3542735405262807,0.00045474648925000006,2.992213447542299
Tandem3Queue,tandem,3,30,1.546875,1.5720188999548554,8070,0.807,2.386469065797029,0.0007053224521388889,2.9572107382862813
Tandem5Queue,tandem,5,1,1.875,1.884469199925661,7901,0.7901,3.969555141055333,0.00169146824575,5.024117378882841
Tandem5Queue,tandem,5,2,1.765625,1.8008634999860078,7933,0.7933,3.961094565004867,0.0008761579246111113,4.993186140180092
Tandem5Queue,tandem,5,3,2.03125,2.0297708999132738,7856,0.7856,3.942945443986431,0.001302902400472222,5.019024241326924
Tandem5Queue,tandem,5,4,2.15625,2.163475799956359,7886,0.7886,3.9462741927090588,0.001955767316,5.004151905540272
Tandem5Queue,tandem,5,5,2.3125,2.331329399952665,7857,0.7857,3.940630814672843,0.0008586843665555557,5.0154394993926985
Tandem5Queue,tandem,5,6,2.625,2.6490178999956697,8048,0.8048,4.038144888170342,0.0012496025459166665,5.017575656275276
Tandem5Queue,tandem,5,7,2.671875,2.748830300057307,8212,0.8212,4.107463513362639,0.0009899503086388888,5.001782164348074
Tandem5Queue,tandem,5,8,2.3125,2.326400800026022,7985,0.7985,3.9640287422847496,0.0007383245698888888,4.964344072992798
Tandem5Queue,tandem,5,9,2.84375,2.8656915000174195,8057,0.8057,4.030298795122217,0.0013863359236944443,5.002232586722375
Tandem5Queue,tandem,5,10,2.390625,2.4221387000288814,8009,0.8009,3.9859359969140344,0.0021441673298888894,4.976821072436053
Tandem5Queue,tandem,5,11,2.015625,2.0273378000129014,7961,0.7961,3.966614756952563,0.0009977980724722216,4.982558418480798
Tandem5Queue,tandem,5,12,2.03125,2.0462727999547496,8041,0.8041,4.0132449210769865,0.0009486488562222222,4.990977392211151
Tandem5Queue,tandem,5,13,2.109375,2.0969075999455526,8063,0.8063,4.06827816988459,0.0014268975955833334,5.045613505996019
Tandem5Queue,tandem,5,14,1.59375,1.6320414999499917,8048,0.8048,4.015167462805638,0.0013669833990555557,4.989025177442394
Tandem5Queue,tandem,5,15,2.109375,2.147913399967365,8064,0.8064,4.01551264833006,0.0014844120806111118,4.9795543754093
Tandem5Queue,tandem,5,16,2.078125,2.1045834999531507,7809,0.7809,3.875041749324116,0.001158868084555555,4.9622765390243515
Tandem5Queue,tandem,5,17,2.03125,2.0494920999044552,8160,0.816,4.0809336524525355,0.0012340217411388888,5.001144181927127
Tandem5Queue,tandem,5,18,1.671875,1.6599157999735326,8086,0.8086,4.028881875927465,0.0014039156683055558,4.982540039484869
Tandem5Queue,tandem,5,19,2.328125,2.3685700999340042,8249,0.8249,4.119805426496303,0.0019438685610555552,4.994308918046191
Tandem5Queue,tandem,5,20,2.3125,2.3303684999700636,8000,0.8,4.00371982745482,0.0009453188631666668,5.0046497843185245
Tandem5Queue,tandem,5,21,2.015625,2.0232215999858454,8056,0.8056,4.072739602646953,0.0013446500914166665,5.05553575303743
Tandem5Queue,tandem,5,22,1.953125,1.9579114000080153,8058,0.8058,4.033219677369327,0.0007211725508888894,5.005236631135923
Tandem5Queue,tandem,5,23,2.03125,2.0603430999908596,7942,0.7942,3.9779870647276714,0.0013287732697222219,5.008797613608249
Tandem5Queue,tandem,5,24,1.96875,1.9995984999695793,8170,0.817,4.032517436688149,0.0009933930502500003,4.935761856411443
Tandem5Queue,tandem,5,25,2.34375,2.3372190999798477,8088,0.8088,4.0707711978647065,0.0015074588040555558,5.033099898447956
Tandem5Queue,tandem,5,26,1.96875,2.0029343999922276,7951,0.7951,3.9496015117930465,0.0008206088021388889,4.967427382458869
Tandem5Queue,tandem,5,27,1.859375,1.8714632000774145,7938,0.7938,3.98137918162638,0.0008335824279722221,5.015594837019879
Tandem5Queue,tandem,5,28,1.78125,1.8181672000791878,8043,0.8043,4.010180577373133,0.0011176741501666664,4.985926367491151
Tandem5Queue,tandem,5,29,1.75,1.8112500000279397,7952,0.7952,3.955213192184298,0.0011603748772222224,4.973859648119086
Tandem5Queue,tandem,5,30,2.046875,2.0610898999730125,7953,0.7953,3.9387363789434464,0.002311667343666667,4.952516508164776
Tandem10Queue,tandem,10,1,4.265625,4.331743199960329,7858,0.7858,7.874259563107607,0.0024400909044444445,10.020691732129812
Tandem10Queue,tandem,10,2,4.59375,4.667660700040869,7951,0.7951,7.965532524758014,0.0035516792103333287,10.01827760628602
Tandem10Queue,tandem,10,3,4.53125,4.582335300045088,8089,0.8089,8.031532922707825,0.0025003127079722214,9.928956512186705
Tandem10Queue,tandem,10,4,4.1875,4.239701800048351,7957,0.7957,7.965501098089405,0.002536342264999998,10.010683798026147
Tandem10Queue,tandem,10,5,4.28125,4.351444600033574,7993,0.7993,7.977539067023692,0.004899178282611116,9.980656908574618
Tandem10Queue,tandem,10,6,4.015625,4.035693300073035,7974,0.7974,8.013862837018728,0.0023532010848888894,10.049991017078916
Tandem10Queue,tandem,10,7,3.640625,3.6639002000447363,8114,0.8114,8.094962595904146,0.003144310654138887,9.976537584303852
Tandem10Queue,tandem,10,8,3.96875,4.022658100002445,8004,0.8004,7.972406023756873,0.0025157492150277767,9.96052726606306
Tandem10Queue,tandem,10,9,3.5,3.5343283000402153,8126,0.8126,8.11022461057487,0.0029103875780277784,9.980586525442861
Tandem10Queue,tandem,10,10,3.921875,4.054999099927954,7968,0.7968,7.943307805433827,0.0025799889053611112,9.969010799992253
Tandem10Queue,tandem,10,11,3.328125,3.3267377000302076,8071,0.8071,8.04709147947251,0.0021306660632777787,9.970377251235918
Tandem10Queue,tandem,10,12,3.8125,3.8533382000168785,8106,0.8106,8.09576917565567,0.002264523475472223,9.98737870177112
Tandem10Queue,tandem,10,13,3.75,3.8019353999989107,8072,0.8072,8.038986874030549,0.0020965299314166653,9.959101677441215
Tandem10Queue,tandem,10,14,3.734375,3.869739399990067,7965,0.7965,7.925574719854842,0.0044371395764166615,9.950501845392143
Tandem10Queue,tandem,10,15,4.4375,4.4944108000490814,8002,0.8002,7.983435409599659,0.0031027116833888878,9.976800061984077
Tandem10Queue,tandem,10,16,4.3125,4.3225396000780165,7876,0.7876,7.887426508213559,0.0018782746603611105,10.014508009412848
Tandem10Queue,tandem,10,17,4.375,4.427657400025055,7966,0.7966,7.930164338548207,0.0027570492881944463,9.955014233678392
Tandem10Queue,tandem,10,18,3.875,3.9278652000939474,8072,0.8072,8.060410285403162,0.0024094444921666683,9.985642078051487
Tandem10Queue,tandem,10,19,3.96875,4.007937100017443,8064,0.8064,8.059340577406665,0.0029161980858888894,9.994221946188821
Tandem10Queue,tandem,10,20,4.3125,4.327026000013575,8033,0.8033,8.084874537675157,0.003135022491222221,10.06457679282355
Tandem10Queue,tandem,10,21,3.90625,3.986669100006111,7994,0.7994,8.048063025449599,0.002436213976249999,10.067629503939953
Tandem10Queue,tandem,10,22,4.203125,4.239178900024854,8038,0.8038,8.05437969876825,0.003306149983694445,10.020377828773638
Tandem10Queue,tandem,10,23,4.125,4.177825000020675,7922,0.7922,7.9520604712803555,0.002294506160333334,10.037945558293808
Tandem10Queue,tandem,10,24,4.3125,4.359244900057092,8139,0.8139,8.096294557973055,0.003310068371722222,9.947529866043809
Tandem10Queue,tandem,10,25,4.515625,4.540425400016829,8063,0.8063,8.101883223982277,0.003462523033722223,10.048224263899636
Tandem10Queue,tandem,10,26,4.1875,4.251153100049123,8077,0.8077,8.030484379955029,0.002411297965250001,9.942409780803551
Tandem10Queue,tandem,10,27,4.125,4.144328700029291,7937,0.7937,7.963793492931925,0.00278324471025,10.033757708116323
Tandem10Queue,tandem,10,28,4.265625,4.29206649994012,7956,0.7956,7.914011487004541,0.002600816915444443,9.947224091257594
Tandem10Queue,tandem,10,29,5.40625,5.490972499945201,7995,0.7995,7.991028874418603,0.002507949369055555,9.995032988641155
Tandem10Queue,tandem,10,30,5.3125,5.377718599978834,8235,0.8235,8.214338439574806,0.0038195494115555555,9.974910066271775
Tandem20Queue,tandem,20,1,8.796875,8.884345200029202,7901,0.7901,15.844620112996305,0.006227052017611112,20.053942681934316
Tandem20Queue,tandem,20,2,11.15625,11.385198100004345,8010,0.801,16.003848763402484,0.005285908326249998,19.979836159054287
Tandem20Queue,tandem,20,3,8.125,8.198617000016384,7958,0.7958,15.878315751932131,0.004689973078972219,19.95264608184485
Tandem20Queue,tandem,20,4,8.078125,8.112182599958032,8005,0.8005,16.031743398630915,0.0063791715570000055,20.027162271868725
Tandem20Queue,tandem,20,5,8.109375,8.18488159996923,8068,0.8068,16.14079632958893,0.004888114329444439,20.005944880501897
Tandem20Queue,tandem,20,6,7.921875,8.04748649999965,7992,0.7992,16.02671778228651,0.005050918787194438,20.053450678536674
Tandem20Queue,tandem,20,7,7.953125,8.022032300010324,7877,0.7877,15.739697753432967,0.005929864243611115,19.981843028352124
Tandem20Queue,tandem,20,8,8.15625,8.214788099983707,8137,0.8137,16.227462096309235,0.008116815732833339,19.9428070496611
Tandem20Queue,tandem,20,9,8.1875,8.276660999981686,8144,0.8144,16.276221056141154,0.005192893609722223,19.9855366602912
Tandem20Queue,tandem,20,10,8.359375,8.453085099929012,8052,0.8052,16.085859369767466,0.0065630778942777695,19.97747065296506
Tandem20Queue,tandem,20,11,7.90625,8.064703300013207,7945,0.7945,15.874258057041844,0.004705074224166668,19.980186352475574
Tandem20Queue,tandem,20,12,8.265625,8.307670699898154,7891,0.7891,15.776341266994985,0.005095635626277779,19.99282887719552
Tandem20Queue,tandem,20,13,8.265625,8.317140999948606,7988,0.7988,15.94733579633529,0.005513683410777778,19.96411591929806
Tandem20Queue,tandem,20,14,8.046875,8.168659499962814,8134,0.8134,16.246226818179593,0.004538274092138893,19.9732318885906
Tandem20Queue,tandem,20,15,8.234375,8.358301999978721,8172,0.8172,16.349124091253852,0.005211743818055556,20.006270302562225
Tandem20Queue,tandem,20,16,8.09375,8.178731800056994,7952,0.7952,15.955909798718482,0.006187995117999999,20.06527892192968
Tandem20Queue,tandem,20,17,8.859375,8.939953500055708,8114,0.8114,16.232756271650707,0.007679856784083336,20.005861808788154
Tandem20Queue,tandem,20,18,8.9375,9.124164800043218,7986,0.7986,15.9416158464868,0.0049844608388055515,19.961953226254444
Tandem20Queue,tandem,20,19,7.984375,8.07691479998175,7962,0.7962,15.891847072110508,0.005886236612833335,19.959617020987828
Tandem20Queue,tandem,20,20,7.875,8.04817060008645,7834,0.7834,15.73171302204121,0.003975105144333331,20.08132885121421
Tandem20Queue,tandem,20,21,8.34375,8.441106499987654,8107,0.8107,16.251668614100964,0.007114554660083331,20.046464307513215
Tandem20Queue,tandem,20,22,8.328125,8.478305900003761,7998,0.7998,16.034640500348377,0.004715588987861113,20.048312703611376
Tandem20Queue,tandem,20,23,8.0625,8.216159699950367,8035,0.8035,16.13501733430776,0.007264983150361106,20.080917653152163
Tandem20Queue,tandem,20,24,8.25,8.36950639996212,8205,0.8205,16.373498698479924,0.00625244802488889,19.955513343668404
Tandem20Queue,tandem,20,25,8.265625,8.345624900073744,8084,0.8084,16.18718231348694,0.006780995696777764,20.02372874008775
Tandem20Queue,tandem,20,26,8.0625,8.192343500093557,7917,0.7917,15.76196934586627,0.0053574557714722235,19.90901774139986
Tandem20Queue,tandem,20,27,8.390625,8.502221000031568,7983,0.7983,15.972461155593805,0.006686856547833331,20.00809364348466
Tandem20Queue,tandem,20,28,8.0,8.129875400103629,7773,0.7773,15.465770528869081,0.004119369018972226,19.89678441897476
Tandem20Queue,tandem,20,29,8.34375,8.42338270007167,8008,0.8008,16.003909838515842,0.005702489946416667,19.984902395749053
Tandem20Queue,tandem,20,30,8.53125,8.596583500038832,8162,0.8162,16.32884026843754,0.0073009758111944436,20.005930248024427
ForkJoin1Queue,fork_join,1,1,1.015625,1.03420840005856,8089,0.8089,0.8158854254645572,0.0003260437846944445,1.0086357095618212
ForkJoin1Queue,fork_join,1,2,0.96875,0.9685557000339031,8034,0.8034,0.8039787872337213,9.709609199999999e-05,1.0007204222475994
ForkJoin1Queue,fork_join,1,3,1.171875,1.1931270000059158,7898,0.7898,0.7914476543434448,0.0005305763254999999,1.0020861665528549
ForkJoin1Queue,fork_join,1,4,1.09375,1.112905399990268,8034,0.8034,0.8066201371741355,0.00048343212855555563,1.0040081368859042
ForkJoin1Queue,fork_join,1,5,0.96875,0.9807501999894157,7987,0.7987,0.8189899440861085,0.00034945785036111113,1.0254037111382353
ForkJoin1Queue,fork_join,1,6,1.015625,1.0534911999711767,7942,0.7942,0.791250487078698,0.0003388529089166666,0.996286183680053
ForkJoin1Queue,fork_join,1,7,1.0,1.011765900067985,8073,0.8073,0.8095026368844178,0.0002667971144444444,1.0027283994604457
ForkJoin1Queue,fork_join,1,8,1.015625,1.0322540000779554,8086,0.8086,0.7989298235980569,0.00023581345183333328,0.9880408404625982
ForkJoin1Queue,fork_join,1,9,1.03125,1.0429194000316784,8066,0.8066,0.7989026018002809,0.00020501993172222219,0.9904569821476332
ForkJoin1Queue,fork_join,1,10,1.03125,1.0283747999928892,7910,0.791,0.7710358615643067,6.43737463888889e-05,0.9747608869333839
ForkJoin1Queue,fork_join,1,11,0.984375,1.0051533000078052,8024,0.8024,0.7948719829827794,0.00017500709580555557,0.990618124355408
ForkJoin1Queue,fork_join,1,12,0.984375,0.9840378999942914,7961,0.7961,0.8011865616416688,0.0002836245015555555,1.0063893501339891
ForkJoin1Queue,fork_join,1,13,1.03125,1.061900999979116,7993,0.7993,0.8073878123364733,0.00023236724044444444,1.0101186192124025
ForkJoin1Queue,fork_join,1,14,1.0,0.9981771999737248,8032,0.8032,0.8202810842231963,0.00020308130163888886,1.0212662901185212
ForkJoin1Queue,fork_join,1,15,1.0,1.0112678000004962,8092,0.8092,0.8186387786331097,0.0007419021872222222,1.0116643334566358
ForkJoin1Queue,fork_join,1,16,1.046875,1.110625100089237,7945,0.7945,0.7977474586627776,0.0003005805442777778,1.004087424371023
ForkJoin1Queue,fork_join,1,17,1.015625,1.0396996999625117,8018,0.8018,0.8007944122146672,0.00016466621602777775,0.9987458371347808
ForkJoin1Queue,fork_join,1,18,1.03125,1.0864210999570787,8053,0.8053,0.801736546518894,0.0003494542193333333,0.9955749987816889
ForkJoin1Queue,fork_join,1,19,1.0,1.0092263999395072,8106,0.8106,0.8181476167126385,0.00011058179622222222,1.0093111481774468
ForkJoin1Queue,fork_join,1,20,1.03125,1.0340663000242785,7994,0.7994,0.7938235414606108,0.0004650420649166666,0.9930241949719926
ForkJoin1Queue,fork_join,1,21,0.984375,0.9919710999820381,7833,0.7833,0.7821604775630556,0.0005085633655277778,0.9985452286008626
ForkJoin1Queue,fork_join,1,22,1.0,1.0315029999474064,8025,0.8025,0.8082331831031135,0.0005690807450555555,1.0071441533995185
ForkJoin1Queue,fork_join,1,23,1.03125,1.0296244999626651,7880,0.788,0.7904752701257511,0.0004585855388055555,1.0031412057433389
ForkJoin1Queue,fork_join,1,24,1.046875,1.04072119994089,8072,0.8072,0.7849457480764082,0.00027966233461111114,0.9724303122849457
ForkJoin1Queue,fork_join,1,25,1.0625,1.065662999986671,7950,0.795,0.7999637243950827,0.00015909962002777777,1.0062436784843807
ForkJoin1Queue,fork_join,1,26,0.984375,0.990011699963361,7919,0.7919,0.7874657497875309,0.0006186436523611113,0.9944004922181221
ForkJoin1Queue,fork_join,1,27,1.03125,1.026715699932538,7975,0.7975,0.7941518109535588,0.00019328736702777777,0.9958016438289139
ForkJoin1Queue,fork_join,1,28,1.03125,1.0775303000118583,8044,0.8044,0.8231439354895851,0.0004909030275833334,1.0233017596837208
ForkJoin1Queue,fork_join,1,29,1.015625,1.0292035000165924,8067,0.8067,0.8061123366791109,0.00036977206625000004,0.9992715218533667
ForkJoin1Queue,fork_join,1,30,1.0625,1.0754103999352083,8050,0.805,0.8012796913167788,0.00033984523780555554,0.9953784985301599
ForkJoin2Queue,fork_join,2,1,1.5625,1.614975499920547,7971,0.7971,1.0887156811591676,0.0005472335761944445,1.3658457924465783
ForkJoin2Queue,fork_join,2,2,1.609375,1.627018400002271,7982,0.7982,1.085572613119727,0.00020956310466666665,1.3600258245047945
ForkJoin2Queue,fork_join,2,3,1.59375,1.6104519000509754,8127,0.8127,1.1128349429865267,0.00031399214122222215,1.3693059468272755
ForkJoin2Queue,fork_join,2,4,1.59375,1.6080454000039026,7981,0.7981,1.0899365811322022,0.0013811013656944442,1.3656641788399977
ForkJoin2Queue,fork_join,2,5,1.75,1.7431238000281155,7850,0.785,1.0692631254671365,0.0002561377979444444,1.3621186311683267
ForkJoin2Queue,fork_join,2,6,1.75,1.7644495000131428,7954,0.7954,1.0869573144858609,0.0007338883891111112,1.3665543305077457
ForkJoin2Queue,fork_join,2,7,1.765625,1.7747856000205502,8088,0.8088,1.0912669964950843,0.0005025632725,1.3492420827090559
ForkJoin2Queue,fork_join,2,8,1.71875,1.7116658000741154,7999,0.7999,1.0741347445610259,0.0007016082052499997,1.3428362852369369
ForkJoin2Queue,fork_join,2,9,1.578125,1.5885795999784023,7934,0.7934,1.0683291757531095,0.0005375269485,1.3465202618516632
ForkJoin2Queue,fork_join,2,10,1.578125,1.5929122000234202,8010,0.801,1.07616466729811,0.0008490104006111112,1.3435264260900248
ForkJoin2Queue,fork_join,2,11,1.578125,1.5696673999773338,8072,0.8072,1.088019800988313,0.0012047896964722223,1.3478937078646098
ForkJoin2Queue,fork_join,2,12,1.609375,1.615417999913916,7995,0.7995,1.0870351899569466,0.0002734835011111111,1.3596437647991828
ForkJoin2Queue,fork_join,2,13,1.5625,1.5568597000092268,7939,0.7939,1.0910062973674417,0.0003143856525555555,1.3742364244457006
ForkJoin2Queue,fork_join,2,14,1.59375,1.5953428000211716,7959,0.7959,1.0879627411693873,0.0006256989910833333,1.366959091807246
ForkJoin2Queue,fork_join,2,15,1.609375,1.6247018999420106,8036,0.8036,1.0909766700274535,0.0003861072582222221,1.3576115854000168
ForkJoin2Queue,fork_join,2,16,1.53125,1.5447858000406995,8000,0.8,1.0957494083699921,0.0005988835934444442,1.36968676046249
ForkJoin2Queue,fork_join,2,17,1.59375,1.5930857000639662,7967,0.7967,1.0746147327339133,0.00020071211680555554,1.3488323493584955
ForkJoin2Queue,fork_join,2,18,1.703125,1.697553800069727,8110,0.811,1.1086372917674183,0.0005529753770555555,1.367000359762538
ForkJoin2Queue,fork_join,2,19,1.53125,1.554594699991867,8061,0.8061,1.092723548386058,0.0009372824170277773,1.355568227746009
ForkJoin2Queue,fork_join,2,20,1.59375,1.5952514000236988,8004,0.8004,1.0868163700174476,0.0002820033261111111,1.357841541750934
ForkJoin2Queue,fork_join,2,21,1.65625,1.6762589000863954,7994,0.7994,1.0865936179915208,0.0004894062540833334,1.3592614685908442
ForkJoin2Queue,fork_join,2,22,1.5625,1.5713019999675453,7950,0.795,1.088941826263802,0.000638290845111111,1.369738146243776
ForkJoin2Queue,fork_join,2,23,1.515625,1.5093252999940887,7871,0.7871,1.0808469180345566,0.0004295570027222223,1.373201522086846
ForkJoin2Queue,fork_join,2,24,1.609375,1.620587799930945,8196,0.8196,1.0949585184549964,0.0003034794935277778,1.335966957607365
ForkJoin2Queue,fork_join,2,25,1.625,1.615457299980335,8186,0.8186,1.1211853955470803,0.0006616033893888888,1.3696376686380165
ForkJoin2Queue,fork_join,2,26,1.515625,1.590323799988255,8038,0.8038,1.082913266538914,0.00039211364344444435,1.3472421828053174
ForkJoin2Queue,fork_join,2,27,1.53125,1.576384300016798,7988,0.7988,1.0951490978305787,0.00023337256030555556,1.3709928615805944
ForkJoin2Queue,fork_join,2,28,1.609375,1.619160300004296,7900,0.79,1.0690451158463683,0.0003971506471666667,1.3532216656283143
ForkJoin2Queue,fork_join,2,29,1.59375,1.633043700014241,8114,0.8114,1.1054153540814753,0.0005030413755555554,1.3623556249463584
ForkJoin2Queue,fork_join,2,30,1.671875,1.679095600033179,8108,0.8108,1.0894140774638328,0.0008411732441388891,1.3436286105868682
ForkJoin3Queue,fork_join,3,1,2.140625,2.136090000043623,8035,0.8035,1.26933707798237,0.0007934146173055555,1.5797598979245426
ForkJoin3Queue,fork_join,3,2,2.25,2.2779997000470757,8078,0.8078,1.2688459963580536,0.0008130181877499998,1.5707427535999674
ForkJoin3Queue,fork_join,3,3,2.21875,2.2285692000295967,7969,0.7969,1.2466726074496934,0.0007278003928333333,1.5644028202405489
ForkJoin3Queue,fork_join,3,4,2.171875,2.204483399982564,8054,0.8054,1.2742723551016022,0.0006250778204722222,1.5821608580849296
ForkJoin3Queue,fork_join,3,5,2.140625,2.144989800057374,7999,0.7999,1.2705978826304205,0.0009391843632499997,1.5884459090266538
ForkJoin3Queue,fork_join,3,6,2.203125,2.237241000053473,8033,0.8033,1.2567197601054405,0.0003897756185277778,1.5644463589013327
ForkJoin3Queue,fork_join,3,7,2.203125,2.232772500021383,8200,0.82,1.2751505702703938,0.0013006538378055555,1.555061671061456
