model,structure,n,seed,cpu_time,wall_time,departures,throughput,L,L_q,W
ForkJoin3Queue,fork_join,3,8,2.15625,2.184898899984546,8008,0.8008,1.2441743878263931,0.001120681167111111,1.553664320462529
ForkJoin3Queue,fork_join,3,9,2.109375,2.1009470999706537,8114,0.8114,1.2624730483296653,0.001066366253444444,1.5559194581336768
ForkJoin3Queue,fork_join,3,10,2.078125,2.108426899998449,7933,0.7933,1.2423154753268715,0.0007616523832777777,1.5660096751882913
ForkJoin3Queue,fork_join,3,11,2.15625,2.159960300079547,8025,0.8025,1.243641475924083,0.000813910101611111,1.54970900426677
ForkJoin3Queue,fork_join,3,12,2.15625,2.19594990008045,7869,0.7869,1.2284850533579912,0.000531990955027778,1.5611704833625506
ForkJoin3Queue,fork_join,3,13,2.25,2.2835573999909684,7821,0.7821,1.235091123062748,0.0007931613188055558,1.5791984695854084
ForkJoin3Queue,fork_join,3,14,2.21875,2.2463948000222445,8072,0.8072,1.26552349134572,0.0010645685547222218,1.5677942162360259
ForkJoin3Queue,fork_join,3,15,2.265625,2.25417000008747,7954,0.7954,1.2482805125298115,0.0004332993870833334,1.5693745442919431
ForkJoin3Queue,fork_join,3,16,2.125,2.1467022000579163,7976,0.7976,1.2477764137595273,0.00068383726325,1.5644137584748337
ForkJoin3Queue,fork_join,3,17,2.078125,2.0763696000212803,8070,0.807,1.266087296950807,0.0008881354555277778,1.568881408860975
ForkJoin3Queue,fork_join,3,18,2.15625,2.147902400000021,8012,0.8012,1.2532220746225837,0.0006821175777222223,1.5641813212962852
ForkJoin3Queue,fork_join,3,19,2.03125,2.0756850000470877,8026,0.8026,1.2489353899742828,0.000818686777444444,1.5561118738777509
ForkJoin3Queue,fork_join,3,20,2.078125,2.1275865000206977,8128,0.8128,1.279327132631339,0.0009523418116666664,1.5739753108161159
ForkJoin3Queue,fork_join,3,21,2.125,2.1369938999414444,8073,0.8073,1.2813593167971955,0.0004599744046388888,1.5872158018050235
ForkJoin3Queue,fork_join,3,22,2.28125,2.2826625999296084,7991,0.7991,1.2586706225756596,0.0008549101186666665,1.5751102772815162
ForkJoin3Queue,fork_join,3,23,2.265625,2.264433200005442,7867,0.7867,1.239051527636197,0.0011084797710833331,1.5749987639966914
ForkJoin3Queue,fork_join,3,24,2.1875,2.185585900093429,8139,0.8139,1.2521075878830985,0.0008826270006388892,1.5384047031368702
ForkJoin3Queue,fork_join,3,25,2.15625,2.1578505999641493,7967,0.7967,1.2516086417828067,0.0006719330603055555,1.5709911406838293
ForkJoin3Queue,fork_join,3,26,2.046875,2.070036399993114,7929,0.7929,1.2249163650767911,0.0007776484119999999,1.544856053823674
ForkJoin3Queue,fork_join,3,27,2.078125,2.1233204999007285,7928,0.7928,1.2473997963106382,0.001653520895388889,1.5734104393423793
ForkJoin3Queue,fork_join,3,28,2.140625,2.185446299961768,8096,0.8096,1.2660170451622386,0.001153416883194444,1.5637562316727256
ForkJoin3Queue,fork_join,3,29,2.125,2.18218020000495,8125,0.8125,1.2862409536196977,0.0010372675159166665,1.5830657890703972
ForkJoin3Queue,fork_join,3,30,2.1875,2.193772100028582,8019,0.8019,1.2370875967945691,0.0004663244556944443,1.5426955939575624
ForkJoin5Queue,fork_join,5,1,3.328125,3.3318556000012904,7920,0.792,1.4561628537281393,0.0006482727676388891,1.8385894617779535
ForkJoin5Queue,fork_join,5,2,3.234375,3.2629091000417247,7907,0.7907,1.435942874142989,0.000989014678111111,1.8160400583571379
ForkJoin5Queue,fork_join,5,3,3.46875,3.5384769000811502,8096,0.8096,1.4843982277396508,0.0012303777090555558,1.8334958346586596
ForkJoin5Queue,fork_join,5,4,3.1875,3.2457698000362143,7938,0.7938,1.4471402439726673,0.0020071401496944445,1.8230539732585882
ForkJoin5Queue,fork_join,5,5,3.171875,3.2303807000862435,7885,0.7885,1.4364022209937992,0.0026134751681666673,1.8216895637207347
ForkJoin5Queue,fork_join,5,6,3.25,3.2997402000473812,8063,0.8063,1.4657085331589477,0.0017589056941111113,1.8178203313393868
ForkJoin5Queue,fork_join,5,7,3.28125,3.303215100080706,8042,0.8042,1.4618044671234307,0.0008606016808333324,1.8177125927921296
ForkJoin5Queue,fork_join,5,8,4.015625,4.054693799931556,7978,0.7978,1.4424273760226125,0.001857409816638888,1.8080062371805121
ForkJoin5Queue,fork_join,5,9,3.484375,3.5482357000000775,7944,0.7944,1.4416342157298603,0.0015429260934166672,1.8147459916035502
ForkJoin5Queue,fork_join,5,10,3.203125,3.259895300026983,7903,0.7903,1.4329419850860246,0.0009051835434444443,1.8131620714741548
ForkJoin5Queue,fork_join,5,11,3.484375,3.5558491999981925,8235,0.8235,1.5019308842213699,0.002192493393833333,1.8238383536385792
ForkJoin5Queue,fork_join,5,12,3.234375,3.2931922000134364,8002,0.8002,1.4599061490790435,0.0008926952375833334,1.8244265797038783
ForkJoin5Queue,fork_join,5,13,3.171875,3.2581037000054494,8002,0.8002,1.4689191498254124,0.0012697018723888895,1.8356900147780708
ForkJoin5Queue,fork_join,5,14,3.359375,3.380269099958241,7952,0.7952,1.4489189466493793,0.0011688093084722228,1.8220811703337263
ForkJoin5Queue,fork_join,5,15,3.390625,3.434562799986452,8119,0.8119,1.4706131991190377,0.0012529573467499999,1.8113230682584527
ForkJoin5Queue,fork_join,5,16,3.125,3.17064540006686,7998,0.7998,1.4554201483447382,0.0011523076681666663,1.819730117960413
ForkJoin5Queue,fork_join,5,17,3.203125,3.2523344999644905,7889,0.7889,1.4362258972517246,0.0014247800027777774,1.8205423973275756
ForkJoin5Queue,fork_join,5,18,3.359375,3.383689600042999,8136,0.8136,1.476761816883865,0.0014320225733611114,1.8150956451374938
ForkJoin5Queue,fork_join,5,19,3.21875,3.2847469999687746,8233,0.8233,1.4860946401527315,0.002134979066777778,1.8050463259476879
ForkJoin5Queue,fork_join,5,20,3.28125,3.2762461999664083,8012,0.8012,1.4598632113059764,0.0019455817031666673,1.82209587032698
ForkJoin5Queue,fork_join,5,21,3.171875,3.1969848999287933,7866,0.7866,1.4383732197581276,0.0005478253764444445,1.8285954993111209
ForkJoin5Queue,fork_join,5,22,3.359375,3.3826337000355124,8062,0.8062,1.4687986259609371,0.001039995772305555,1.821878722352936
ForkJoin5Queue,fork_join,5,23,3.171875,3.205627299961634,7826,0.7826,1.4280839948748656,0.001296939380083334,1.8247942689430945
ForkJoin5Queue,fork_join,5,24,3.4375,3.4461217999923974,8185,0.8185,1.4695697844378333,0.0014436175382500005,1.7954426199607003
ForkJoin5Queue,fork_join,5,25,3.5625,3.5771595999831334,8104,0.8104,1.4782417875538298,0.0011926020437500004,1.8240890764484574
ForkJoin5Queue,fork_join,5,26,3.328125,3.4009365000529215,8027,0.8027,1.4547729265682783,0.00202984505425,1.812349478719669
ForkJoin5Queue,fork_join,5,27,3.5,3.5256047000875697,8003,0.8003,1.4626765549957546,0.0012959804045555557,1.8276603211242715
ForkJoin5Queue,fork_join,5,28,3.4375,3.4842233000090346,8010,0.801,1.4583175549626155,0.0015877064360833336,1.820621167244214
ForkJoin5Queue,fork_join,5,29,3.421875,3.489617299987003,8084,0.8084,1.4703305946513374,0.0011961364770555563,1.8188156786879484
ForkJoin5Queue,fork_join,5,30,3.296875,3.3535569999367,8002,0.8002,1.4454211328061892,0.001837356854388889,1.8063248347990368
ForkJoin10Queue,fork_join,10,1,6.703125,6.735065000015311,8079,0.8079,1.7261729846483558,0.003224836434694445,2.1366171365866515
ForkJoin10Queue,fork_join,10,2,6.8125,6.8775292000500485,7916,0.7916,1.7031913417139586,0.0017529836917777768,2.151580775282919
ForkJoin10Queue,fork_join,10,3,6.578125,6.60964070004411,7981,0.7981,1.6915111051558211,0.004117422877888891,2.1194225099058026
ForkJoin10Queue,fork_join,10,4,6.75,6.75510079995729,7973,0.7973,1.706448504583129,0.0024982801316388876,2.140284089531079
ForkJoin10Queue,fork_join,10,5,6.515625,6.536684500053525,7884,0.7884,1.6918565166795538,0.0026376239576666656,2.145936728411408
ForkJoin10Queue,fork_join,10,6,6.390625,6.4043115000240505,8007,0.8007,1.720122043595706,0.0012757445999166655,2.1482728157808246
ForkJoin10Queue,fork_join,10,7,6.140625,6.3100968999788165,7956,0.7956,1.6923908495970132,0.0018139082781666652,2.127188096527166
ForkJoin10Queue,fork_join,10,8,6.453125,6.513487599906512,7992,0.7992,1.7064747281992765,0.0026205371666666666,2.1352286388879835
ForkJoin10Queue,fork_join,10,9,6.515625,6.562321800040081,8046,0.8046,1.7132685938815884,0.0026797148086388895,2.1293420257041866
ForkJoin10Queue,fork_join,10,10,6.546875,6.636413800064474,7975,0.7975,1.7020254873456866,0.0026346211943611116,2.1342012380510176
ForkJoin10Queue,fork_join,10,11,6.4375,6.499219499994069,8166,0.8166,1.7339055300147819,0.004167720541666667,2.1233229610761475
ForkJoin10Queue,fork_join,10,12,6.265625,6.376537299947813,7937,0.7937,1.6988027434752582,0.0026214899580555557,2.1403587545360443
ForkJoin10Queue,fork_join,10,13,6.609375,6.707357199979015,8004,0.8004,1.6995896952276148,0.0029111108238611114,2.1234254063313527
ForkJoin10Queue,fork_join,10,14,6.5625,6.616791700012982,8033,0.8033,1.708578684405705,0.001911602957194446,2.12694968804395
ForkJoin10Queue,fork_join,10,15,7.28125,7.41102600004524,8079,0.8079,1.722832816864284,0.002105591759916668,2.1324827538857334
ForkJoin10Queue,fork_join,10,16,6.078125,6.151024500024505,7957,0.7957,1.7034411681264303,0.0030172732497499998,2.1408083047963182
ForkJoin10Queue,fork_join,10,17,6.359375,6.513105800026096,8170,0.817,1.743427515637302,0.0031667199920000014,2.133938207634397
ForkJoin10Queue,fork_join,10,18,6.140625,6.1575539000332355,8045,0.8045,1.7169594315780992,0.002187276546055557,2.1341944457154742
ForkJoin10Queue,fork_join,10,19,6.125,6.238680999958888,8096,0.8096,1.7196781588221037,0.003405271992250003,2.1241083977545747
ForkJoin10Queue,fork_join,10,20,6.0625,6.078600200009532,7852,0.7852,1.6962463768512175,0.0018421656838055575,2.1602730219704758
ForkJoin10Queue,fork_join,10,21,6.328125,6.434124800027348,8039,0.8039,1.721575015124569,0.003292614991250001,2.141528815928062
ForkJoin10Queue,fork_join,10,22,6.03125,6.136249499977566,7992,0.7992,1.7151323468334565,0.002121138790833335,2.1460614950368573
ForkJoin10Queue,fork_join,10,23,5.953125,6.029028499964625,7847,0.7847,1.690069488048509,0.002813585744555555,2.153777861664979
ForkJoin10Queue,fork_join,10,24,6.359375,6.436162099940702,8018,0.8018,1.7056995342512318,0.0013906859437222234,2.127337907522115
ForkJoin10Queue,fork_join,10,25,6.359375,6.422224699985236,8003,0.8003,1.7233384399983824,0.0026219011331388904,2.1533655379212577
ForkJoin10Queue,fork_join,10,26,6.0,6.052948199911043,7863,0.7863,1.6712755023485537,0.002072232756916669,2.1254934533238634
ForkJoin10Queue,fork_join,10,27,6.0625,6.12615220004227,7936,0.7936,1.6958517294654674,0.005095342946583333,2.1369099413627364
ForkJoin10Queue,fork_join,10,28,6.359375,6.401613300084136,8153,0.8153,1.7328791162617538,0.0038540413178055496,2.1254496703811525
ForkJoin10Queue,fork_join,10,29,5.96875,6.083252100041136,8039,0.8039,1.7266136523774345,0.0024179241094166655,2.147796557255174
ForkJoin10Queue,fork_join,10,30,6.09375,6.234429700067267,7979,0.7979,1.6970057904034503,0.00240459930975,2.1268401935122827
